branch,modelo,pergunta,resposta_esperada,resposta_gerada,tempo_retrieval_s,tempo_llm_s,tokens_entrada,tokens_saida,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
phi3,phi3:mini,O que ocorre se eu for convocado e não comparecer à banca de heteroidentificação?,"O candidato ausente ou que não tiver sua autodeclaração validada pela banca perde a vaga da cota e é reclassificado para as vagas de Acesso Universal (Cota 1), caso possua classificação suficiente.","Se você for convocado para a Comissão de Heteroidentificação, mas não puder comparecer ao horário marcado devido a impossibilidade pessoal ou desconhecimento da data e horário, o ato será considerado nulo. Nesse caso, não haverá marcação de outra data para comparação, conforme declarado no item 7.3 ",0.037,16.119,1926,99,0.5,0.9336346349379775,0.9999999999,1.0,0.20965582941622712
phi3,phi3:mini,Onde são publicadas as listas de classificados e chamadas para matrícula?,"Todas as listas, editais de resultados e convocações são divulgadas na internet, no site oficial de ingressos: ingresso.ifrs.edu.br.",O site ingresso.ifrs.edu.br,0.038,12.668,1865,13,1.0,0.8090499224882474,0.9999999999,1.0,0.4740886015135851
phi3,phi3:mini,"O que é e quem participa da ""Chamada Pública""?","A ""Chamada Pública"" é um chamamento eletrônico ou presencial realizado para preencher vagas que restaram sem matrícula após as etapas regulares, convocando candidatos suplentes por ordem de classificação.","A Chamada Pública é a última chamada para matrícula no IFRS. Ela ocorre após a Primeira Chamada de Matrícula, quando ainda há vagas não preenchidas disponíveis por curso superior (de graduação). Participam das candidatas/candidatos que já foram convocadas na Primeira Chamada para cursos com vagas re",0.031,16.084,1831,124,0.8,0.0,0.9999999999,1.0,0.5201518147918995
phi3,phi3:mini,Ter o nome listado na Chamada Pública garante a vaga no curso?,Não. Estar na lista de convocados e enviar os documentos na Chamada Pública apenas gera expectativa de direito. O preenchimento ocorre estritamente pela ordem de classificação dos candidatos habilitados até o limite de vagas disponíveis.,"Não encontrei essa informação nos documentos. A publicação do nome da/do candidata/candidato na Chamada Pública não garante à/ao candidato/a a vaga efetivação na matrícula no curso, pois isso depende de outros fatores além apenas de ser listado nas chamadas.",0.041,10.443,1848,81,1.0,0.0,0.9999999999,1.0,0.7246307816155132
phi3,phi3:mini,Posso manter vínculos ativos de matrícula em mais de um curso de graduação?,Não. É expressamente proibido por lei federal que um estudante ocupe concomitantemente duas vagas de cursos de graduação em quaisquer instituições públicas de ensino superior do país.,"Não encontrei essa informação nos documentos. De acordo com o texto fornecido, não é permitido a inscrição por pessoa em mais de um curso Integrado ou EJA (Ensino Médio Completo). No entanto, as especificidades sobre cursos subsequentes e concomitantes/subsequentes estão ausentes. Portanto, sem info",0.032,16.651,1816,137,0.14285714285714285,0.0,0.9999999999,1.0,0.22360986680573028
phi3,phi3:mini,"O que acontece se eu for matriculado, mas faltar aos primeiros dias letivos?",O estudante regularmente matriculado que faltar aos primeiros dias letivos (conforme limite estipulado em edital) sem justificativa formal de ausência aceita pelo campus terá sua matrícula cancelada por abandono.,"Se você não comparecer aos primeiros seis dias de efetivo trabalho acadêmico do primeiro período letivo do curso, sem justificativa válida para a ausência, sua matrícula será cancelada. Isso é independente se o faltio durante qualquer período do seu curso em que estiver matriculado/matriculado.",0.037,15.682,1953,85,0.6666666666666666,0.9177746905654592,0.9999999999,1.0,0.5770685664426956
phi3,phi3:mini,É obrigatório possuir conta no portal gov.br para se inscrever?,"Sim, o acesso ao sistema de inscrições exige uma conta ativa no portal gov.br.","Sim, é necessário ter uma conta cadastrada no portal gov.br para se inscrever pelo IFRS. Caso ainda não tenha cadastro, ao digitar o CPF na página de login, será redirecionado a realizar o processo de registro.",0.036,14.701,1894,66,0.3333333333333333,0.9275002470991086,0.9999999999,1.0,0.719433629156333
phi3,phi3:mini,Qual nível de conta gov.br é exigido para a inscrição?,"Geralmente são aceitas contas níveis bronze, prata ou ouro para o acesso básico.",Não encontrei essa informação nos documentos.,0.038,11.063,1914,14,1.0,0.0,0.0,0.0,0.2025141774619695
phi3,phi3:mini,Posso usar o CPF dos meus pais para fazer a minha inscrição?,"Não, a inscrição deve ser feita obrigatoriamente com o CPF do próprio candidato.",Não encontrei essa informação nos documentos.,0.032,13.835,2032,14,0.5,0.0,0.9999999999,1.0,0.20740344474170866
phi3,phi3:mini,O que fazer se eu esquecer a senha da minha conta gov.br?,Você deve recuperar a senha diretamente na plataforma gov.br pelas opções de recuperação.,"Se você esquecer sua senha do sistema de Pré-Matrícula, é recomendável entrar em contato com o Gabinete do Reitor para obter assistência ou seguir as etapas sugeridas no site ingresso.ifrs.edu.br para recuperação da senha. Não há informações específicas sobre a perda de senhas fornecidas neste conte",0.032,16.826,1860,138,0.2,0.0,0.0,0.0,0.48763384991384573
phi3,phi3:mini,Candidatos estrangeiros podem participar do processo seletivo?,"Sim, desde que possuam a documentação legal exigida para permanência no Brasil.","Sim, candidatos estrangeiros podem participar do processo seletivo. Eles devem apresentar um dos seguintes documentos que permitem o estudo no Brasil: Registro Nacional de Estrangeiro (RNE), ou Passaporte com visto de estudante.",0.036,15.231,2005,62,1.0,0.9228381354738489,0.9999999999,1.0,0.9630017998139262
phi3,phi3:mini,Qual documento de identidade é aceito para candidatos estrangeiros?,O Registro Nacional de Estrangeiro (RNE) ou a Carteira de Registro Nacional Migratório (CRNM).,"O Registro Nacional de Estrangeiro (RNE) ou um Passaporte com visto de estudante. Ou Outro documento que por previsão legal permita que o estrangeiro estude no Brasil, conforme a legislação vigente.",0.04,16.286,2143,58,1.0,0.9093315947200384,0.9999999999,0.0,0.559897187766295
phi3,phi3:mini,É permitido o uso de nome social durante o processo seletivo?,"Sim, candidatos travestis e transexuais podem solicitar o uso de nome social.","Sim, é permitido. O documento regula que menores com mais de 18 anos precisam ter autorização do responsável legal para utilizar um Nome Social no IFRS Processo Seletivo. Além disso, a Resolução nº 12/2015 permite o uso desse nome social por pessoas travestis, transexuais e transgêneras como parte d",0.037,15.794,1857,104,0.6666666666666666,0.8978310901745181,0.9999999999,1.0,0.6774249634812022
phi3,phi3:mini,Como solicito a inclusão do meu nome social no cadastro?,A solicitação deve ser feita durante o preenchimento do formulário de inscrição.,"Para solicitar a inclusão do seu nome social no cadastro, você deve seguir estes passos: Primeiro, entre em contato com o Ministério da Educação para obter as informações necessárias. Em seguida, visite https://cadunico.dataprev.gov.br e clique na opção ""Consulta ao Formulário"". Gerencie um Extrato ",0.037,15.883,2012,215,0.9090909090909091,0.9604731127576285,0.9999999999,1.0,0.20230017117488383
phi3,phi3:mini,O IFRS envia e-mails de confirmação após a conclusão da inscrição?,"Sim, o sistema envia confirmações automáticas para o e-mail cadastrado.",Não encontrei essa informação nos documentos.,0.036,12.944,1889,14,1.0,0.0,0.0,0.0,0.1987650931772184
phi3,phi3:mini,O que devo fazer se não receber o e-mail de confirmação?,Verifique a caixa de spam ou acesse o sistema para confirmar o status da inscrição.,"Se você não recebeu o e-mail de confirmação, é recomendável entrar em contato diretamente com a instituição para verificar seu status. Você pode fazer isso por meio do site ingresso.ifrs.edu.br ou pelo telefone da Secretaria de Educação Profissional e Tecnológica, se disponível. É importante tomar e",0.032,16.174,1843,123,0.16666666666666666,0.0,0.0,0.0,0.21105977522500807
phi3,phi3:mini,Qual é a validade exigida para o documento de identidade (RG)?,O RG deve estar legível e permitir a identificação clara e atualizada do candidato.,Não encontrei essa informação nos documentos.,0.04,14.512,2100,14,1.0,0.0,0.0,1.0,0.20559802300318666
phi3,phi3:mini,CNH (Carteira Nacional de Habilitação) é aceita como identificação?,"Sim, a CNH dentro da validade é um documento de identificação oficial aceito.","Sim, a Carteira Nacional de Habilitação expedida na forma da Lei 9.503/97 e com fotografia pode ser considerada um documento equivalente para fins de identidade no contexto fornecido. Portanto, ela é aceita como uma alternativa válida à Carta de Identidade em certos casos especificados na legislação",0.038,14.277,1980,106,0.75,0.9147182433628106,0.9999999999,1.0,0.6471092389346033
phi3,phi3:mini,Posso usar a certidão de nascimento no lugar do RG para a matrícula?,"Não, a certidão de nascimento não substitui o documento de identidade com foto.",Não encontrei essa informação nos documentos.,0.032,13.537,1969,14,1.0,0.0,0.9999999999,1.0,0.21271676173452392
phi3,phi3:mini,Documentos digitais oficiais (como e-Título) são válidos no processo?,"Sim, documentos digitais oficiais com QR Code de validação normalmente são aceitos.",Não encontrei essa informação nos documentos fornec0dados. A validade de documentos digitais como o e-Título não foi explicitamente mencionada no contexto disponível para a inscrição do IFRS processual.,0.033,14.647,1956,58,1.0,0.0,0.0,0.0,0.21613741389653462
phi3,phi3:mini,Cópias autenticadas em cartório substituem o envio online dos originais?,"Não, o envio deve ser feito digitalizando os documentos originais diretamente no sistema.",Não encontrei essa informação nos documentos.,0.04,14.444,2119,14,1.0,0.0,0.9999999999,0.0,0.20967968116241134
phi3,phi3:mini,Preciso enviar fotos 3x4 no momento da pré-matrícula?,A necessidade de foto 3x4 depende das orientações específicas do edital de matrícula.,Não encontrei essa informação nos documentos. A exigência específica para a foto de matrícula parece não ter sido mencionada explicitamente no contexto fornecido.,0.032,14.562,1989,46,1.0,0.0,0.0,0.0,0.21449659559397266
phi3,phi3:mini,Existe limite de idade máximo para ingressar nos cursos subsequentes?,Não há limite máximo de idade para ingressar nos cursos técnicos subsequentes.,Não encontrei essa informação nos documentos.,0.041,12.163,1813,14,1.0,0.0,0.9999999999,0.0,0.21180808063600848
phi3,phi3:mini,Existe idade mínima para os cursos superiores de graduação?,"Não há limite de idade, mas é necessário ter concluído o Ensino Médio.",Não encontrei essa informação nos documentos.,0.032,9.675,1759,14,1.0,0.0,0.0,0.0,0.2121879440972472
phi3,phi3:mini,O que é o período de interposição de recursos?,É o prazo oficial para contestar resultados preliminares ou decisões do processo.,"O período de interposição de recursos é a janela entre a divulgação do resultado preliminar das comissões de heteroidentificação, que ocorreu no dia 27/11/2025, e a publicação dos resultados finais dessas comissões. Durante esse período, os candidatos inscritos têm a oportunidade de solicitar revisõ",0.032,20.066,2163,165,1.0,0.9312512530338651,0.9999999999,1.0,0.7121103755349616
phi3,phi3:mini,Como devo enviar um recurso contra o resultado preliminar?,Os recursos devem ser submetidos exclusivamente pelo sistema eletrônico de ingresso.,"Para contestar o resultado preliminar das comissões de heteroidentificação, você deve fazer isso online. Acesse o site ingresso.ifrs.edu.br e utilize as ferramentas disponís para submeter seu recurso.",0.035,15.897,2054,64,1.0,0.9057230253089321,0.9999999999,1.0,0.7019042492978309
phi3,phi3:mini,Posso enviar recursos por e-mail diretamente ao campus?,"Não, recursos enviados por e-mail fora do sistema oficial não são analisados.","Não encontrei essa informação nos documentos. Apenas é mencionada a possibilidade de comparecer no campus ou solicitar atendimento especial pelo site ingresso.ifrs.edu.br, mas não há detalhes sobre enviar recursos por e-mail diretamente ao campus nas informações fornecidas.",0.035,14.586,1824,76,0.5,0.0,0.9999999999,0.0,0.7123041559665797
phi3,phi3:mini,Qual é o prazo padrão para análise e resposta dos recursos?,O prazo exato de resposta está previsto no cronograma oficial do edital.,"O texto não especifica um prazo universal para a análise e resposta dos recursos. No entanto, indica que há uma janela de tempo entre os dias 14/02/2026 e 17/02/2026 para realizar esses pedidos antes do resultado final ser publicado em 19/02/2026.",0.035,17.979,2223,90,1.0,0.0,0.0,1.0,0.21347203753074995
phi3,phi3:mini,"Se meu recurso for negado, posso recorrer novamente?","Não, a decisão após a análise do recurso é definitiva na esfera administrativa.",Não encontrei essa informação nos documentos.,0.037,13.992,2034,14,0.0,0.0,0.0,0.0,0.705499027888244
phi3,phi3:mini,Candidatos de outras cidades podem concorrer às vagas de Ibirubá?,"Sim, o processo seletivo é aberto a candidatos de qualquer município do país.",Não encontrei essa informação nos documentos.,0.032,13.53,1965,14,0.5,0.0,0.0,0.0,0.20343236898896133
phi3,phi3:mini,Há alojamento ou moradia estudantil oferecida pelo campus?,"Não, o IFRS Campus Ibirubá não possui alojamento ou moradia estudantil própria.",Não encontrei essa informação nos documentos.,0.032,12.154,1806,14,1.0,0.0,0.0,0.0,0.580974072397778
phi3,phi3:mini,O campus oferece auxílio estudantil ou bolsas de permanência?,"Sim, o IFRS possui programas de auxílio baseados em critérios socioeconômicos.",Não encontrei essa informação nos documentos.,0.031,12.332,1815,14,0.5,0.0,0.0,1.0,0.20830290869104445
phi3,phi3:mini,Quando abrem os editais para solicitação de auxílio estudantil?,Os editais de assistência abrem após o início do semestre letivo.,Não encontrei essa informação nos documentos.,0.033,12.333,1840,14,1.0,0.0,0.0,0.0,0.20504746967861012
phi3,phi3:mini,Posso aproveitar disciplinas já cursadas em outra instituição?,"Sim, após a matrícula você pode solicitar aproveitamento mediante análise.",Não encontrei essa informação nos documentos.,0.032,12.317,1838,14,0.0,0.0,0.0,0.0,0.20150053343872484
phi3,phi3:mini,Como solicito o aproveitamento de estudos após a matrícula?,A solicitação é feita na secretaria com o histórico e ementas das disciplinas.,Não encontrei essa informação nos documentos fornecidos.,0.032,12.47,1829,18,1.0,0.0,0.0,0.0,0.20130006811400888
phi3,phi3:mini,A documentação de matrícula pode ser entregue presencialmente?,"Não, o envio da documentação de pré-matrícula ocorre de forma totalmente eletrônica.",Não encontrei essa informação nos documentos.,0.032,13.421,1958,14,0.0,0.0,0.9999999999,0.0,0.20989798976653024
phi3,phi3:mini,Qual o formato de arquivo exigido para o envio dos documentos?,"Os documentos geralmente devem ser anexados em formato PDF, JPG ou PNG.","Não há informações específicas sobre o formato de arquivo exigido nos textos fornecidos. No entanto, é mencionado que ""todos os documentos enviados eletronicamente devem estar legíveis"", sugerindo a necessidade de um formato reconhecível por computadores para garantir a leitura dos documentos.",0.032,14.954,1869,84,0.5,0.0,0.0,0.0,0.2089200215033895
phi3,phi3:mini,Qual o tamanho máximo permitido para os arquivos anexados no sistema?,O limite de tamanho por arquivo é estipulado pelo sistema de envio.,Não encontrei essa informação nos documentos.,0.036,12.598,1871,14,0.0,0.0,0.0,0.0,0.20197819805822126
phi3,phi3:mini,O que faço se o sistema de inscrições apresentar instabilidade?,"Tente acessar em outro navegador, limpe o cache ou aguarde a normalização.","Se houver instabilidade no sistema de inscrições durante qualquer fase do processo selecionatório, é recomendável entrar em contato imediatamente com a instituiinção responsável para o Processo Seletivo IFRS (IFRS) por e-mail: processoseletivo@ifrs.edu.br ou pelo telefone 3449.3371 – www.ifrs.edu.br",0.032,14.65,1805,148,0.5,0.0,0.0,0.0,0.1998748616024274
phi3,phi3:mini,É possível trancar a matrícula logo no primeiro semestre?,"Geralmente o trancamento no primeiro semestre não é permitido, salvo exceções legais.","Não encontrei essa informação nos documentos. A ordem de classificação e o número total de vagas disponíveis para cada cota serão determinados na Chamada Pública, que é realizada após a Primeira Chamada (Sorteio e Prova). Portanto, não há uma matrícula imediata no primeiro semestre; os candidatos de",0.035,15.535,1877,97,0.6666666666666666,0.0,0.0,0.0,0.20936908815911484
phi3,phi3:mini,Cursos técnicos subsequentes exigem estágio obrigatório para conclusão?,"Sim, a maioria dos cursos exige o cumprimento de estágio curricular obrigatório.","Sim, cursos técnicos subsequentes como o Técnico em Plásticos e Fabricação Mecânica requerem um estágio obrigatório para conclusão. Isso é indicado pelo asterisco ""** mais estágio obrigatório **"" associado à esses cursos na tabela fornecida, o que implica em uma prática educacional específica dentro",0.037,15.487,1795,109,nan,0.931673062306524,0.9999999999,0.0,0.43977196190620943
phi3,phi3:mini,Os cursos de graduação do campus exigem Trabalho de Conclusão de Curso?,"Sim, o TCC é um componente curricular obrigatório para formatura nas graduações.",Não encontrei essa informação nos documentos.,0.038,12.2,1792,14,1.0,0.0,0.0,0.0,0.20162166526125458
phi3,phi3:mini,Posso transferir meu curso para outro campus do IFRS futuramente?,"Sim, mediante editais internos de transferência e caso haja vaga disponível.",Não encontrei essa informação nos documentos.,0.032,12.417,1827,14,0.0,0.0,0.0,0.0,0.20340863566340384
phi3,phi3:mini,A matrícula deve ser renovada a cada novo semestre?,"Sim, a rematrícula é obrigatória a cada semestre para manter o vínculo.",Não encontrei essa informação nos documentos.,0.031,12.671,1866,14,0.0,0.0,0.0,0.0,0.20187492686782726
phi3,phi3:mini,O que ocorre se eu não renovar a matrícula no prazo estipulado?,O estudante perde o vínculo e tem a sua matrícula cancelada por abandono.,"Se você não renovar sua matrícula dentro do prazo especificado, provavelmente perderá seu status de aluno e poderá ser desclassificado ou ter que repetir o processo seletivo para inscrição no futuro. Além disso, pode haver consequências legais por não cumprir as obrigações acadêmicas estabelecidas p",0.033,16.667,1950,114,0.14285714285714285,0.9380559383488548,0.9999999999,1.0,0.5809565933563603
phi3,phi3:mini,Como funciona a reclassificação de vagas não preenchidas?,As vagas são repassadas aos próximos da lista de espera por ordem de classificação.,"As vagas reservadas para Pessoas com Deficiências que não forem ocupadas serão migradas para o Acesso Universal (Cota 1). Se houver mais candidatas/candidatos inscritos na Cota de Pessoa com Deficiência do que as vagas disponíveis, a sequência da migração das vagas não preenchidas seguirá conformand",0.037,15.535,1854,97,0.5,0.9281625379229462,0.9999999999,1.0,0.20821667214800604
phi3,phi3:mini,Candidatos que zeraram a redação do Enem podem usar a nota?,"Não, zerar qualquer prova ou a redação desclassifica o candidato pelo Enem.",Não encontrei essa informação nos documentos.,0.037,12.688,1865,14,0.0,0.0,0.9999999999,1.0,0.2084047997521979
phi3,phi3:mini,Qual o critério de desempate caso dois candidatos tenham a mesma nota?,Os critérios de desempate geralmente priorizam candidatos de maior idade.,"Para os cursos técnicos, se houver empate nas notas, o critério de desempate será da/do candidata/candidato com maior idade para a/ou do menor. Se ainda estiverem empatados em relação à idade, seguirão as etapas de desempate conforme detalhado no documento: primeiro pela nota obtida na Matemática e ",0.031,18.554,1945,167,0.5,0.9290617823009096,0.9999999999,1.0,0.46562893750849094
phi3,phi3:mini,Pessoas trans devem passar por banca de heteroidentificação?,"Não, a banca avalia apenas quem concorre nas cotas raciais para pretos e pardos.","Sim, pessoas que identifiquem como transexuais ou travestis são obrigadas a passar pela banca de heteroidentificação antes da matrícula. Isso inclui apresentar um documento oficial com foto e assinatura para confirmar sua autodeclaração racial, conforme especificado no contexto fornecido.",0.036,13.805,1711,83,0.4,0.9391686454491128,0.9999999999,0.0,0.21194652504929923
phi3,phi3:mini,A renda per capita é calculada com base no salário bruto ou líquido?,A renda familiar per capita é calculada com base na renda bruta mensal.,Não encontrei essa informação nos documentos.,0.032,10.353,1551,14,1.0,0.0,0.9999999999,1.0,0.2025736305588004
phi3,phi3:mini,Estágio remunerado conta na composição da renda familiar para cotas?,"Sim, valores recebidos como bolsa de estágio entram no cômputo da renda familiar.",Não encontrei essa informação nos documentos.,0.036,12.394,1829,14,1.0,0.0,0.0,0.0,0.2028345000183288
phi3,phi3:mini,Membros da família que moram em outra casa entram no cálculo de renda?,"Não, apenas pessoas que residem sob o mesmo teto e compartilham rendas entram no cálculo.",Não encontrei essa informação nos documentos.,0.032,14.497,2076,14,1.0,0.0,0.9999999999,0.0,0.2075910356223864
phi3,phi3:mini,Posso alterar o e-mail cadastrado após finalizar a inscrição?,A alteração deve ser feita no sistema durante o período permitido pelo edital.,"Não encontrei essa informação nos documentos. A/o candidato/candidata não será permitido realizar alterações no cadastro de e-mail após o término do processo seletivo, conforme a regra que estabelece que ""Não é recomendável se inscrever em um curso subsequente e em um curso de graduação escolhendo o",0.037,17.016,1795,153,0.6,0.0,0.0,0.0,0.19948085170983038
phi3,phi3:mini,É obrigatório apresentar título de eleitor na matrícula?,"Sim, a certidão de quitação eleitoral é exigida para a matrícula de maiores de 18 anos.","Não, não é mencionado no contexto que seja necessário apresentar um título de eleitor para a inscrição. A documentação exigida parece estar relacionada ao histórico escolar e comprovações específsuitos à matrícula em cursos técnicos ou superiores, bem como condições pessoais (como baixa renda) que p",0.035,15.522,1862,97,0.8,0.9325518379398191,0.0,0.0,0.22051989471170533
phi3,phi3:mini,Homens maiores de 18 anos precisam de comprovante militar?,"Sim, a regularidade militar é obrigatória para candidatos homens maiores de 18 anos.","Sim, homens maiores de 18 anos que completaram o ensino fundamental e estão ingressando no curso técnico integralizado com modalidade educacional para jovens e adultos (EJA) precisam apresentar um comprovante do serviço militar. Se não tiverem acesso ao Serviço Militar, eles podem usar o Registro Na",0.037,16.606,1948,112,0.2,0.9474981181434754,0.9999999999,1.0,0.4374665239985246
phi3,phi3:mini,Onde encontro o cronograma completo com todas as datas do edital?,O cronograma completo está disponível nos anexos do edital no site de ingresso do IFRS.,Até 29/01/2026 Publicação do resultado final da matrícula na Chamada Pública. A publicação será realizada no site ingresso.ifrs.edu.br.,0.039,15.855,2138,49,1.0,0.8405832129942374,0.9999999999,0.0,0.2136441766983191
smollm2,smollm2:1.7b,Quais são os cursos técnicos integrados ao Ensino Médio ofertados no Campus Ibirubá?,"Os cursos técnicos integrados ao Ensino Médio ofertados no campus são o Técnico em Agropecuária, Técnico em Informática e Técnico em Mecânica.",Cursos técnicos integrados ao Ensino Médio ofertados no Campus Ibirubá incluem:  1. Cursos Técnicos na Modalidade Subsequente ao Ensino Médio Turnos Duração em Semestres Total de Vagas Vagas Prova Reserva Ensino Público C1 C10 Renda igual ou inferior a 1 salário mínimo Renda superior a 1 salário mín,5.774,19.739,2120,696,0.95,0.0,0.9999999999,0.25,0.8156086266181017
smollm2,smollm2:1.7b,Quais são os turnos de funcionamento dos cursos técnicos integrados?,"O funcionamento dos cursos técnicos integrados ocorre nos turnos da manhã e da tarde (turno integral), com duração prevista de 3 anos.","Os turnos de funcionamento dos cursos técnicos integrados na modalidade subsequente ao Ensino Médio são: Turno Tarde, Turno Noite e Turno Manhã.",0.075,6.969,1989,54,0.25,0.9703291997139808,0.9999999999,1.0,0.44861261502761496
smollm2,smollm2:1.7b,Quais são os cursos técnicos subsequentes ao Ensino Médio disponíveis no Campus Ibirubá?,"Na modalidade subsequente, estão disponíveis os cursos de Técnico em Eletrotécnica e Técnico em Mecânica.","Campus Ibirubá oferece cursos técnicos na modalidade subsequente ao ensino médio, conforme apresentado na planilha. As vagas disponíveis são as seguintes:  1. Técnico em Agropecuária (Manhã e Tarde) 2. Técnico em Eletrotécnica (Noite) 3. Técnico em Mecânica (Noite) 4. Técnico em Agropecuária (Noite)",0.032,23.922,2121,1003,0.5625,0.9557183850420856,0.9999999999,1.0,0.556510243514249
smollm2,smollm2:1.7b,Em qual turno ocorrem as aulas dos cursos subsequentes?,"As aulas dos cursos técnicos subsequentes acontecem no turno da noite, com duração de 4 semestres.",Em Turno Manhã.,0.035,5.863,1861,8,0.0,0.0,0.9999999999,0.0,0.2059981641223384
smollm2,smollm2:1.7b,Quais são os cursos superiores de graduação ofertados no Campus Ibirubá?,"O campus oferece os seguintes cursos superiores de graduação: Bacharelado em Agronomia, Bacharelado em Engenharia Mecânica, Bacharelado em Ciência da Computação e Licenciatura em Matemática.",Campus Ibirubá oferece cursos superiores de graduação em:  1. Técnico em Mecânica Noite (4 * 24) 2. Técnico em Eletrotécnica Noite (4 * 20) 3. Licenciatura em Matemática Noite (8) 4. Licenciatura em Química Noite (10) 5. Tecnologia em Análise e Desenvolvimento de Sistemas Noite (4 * 70),0.033,8.652,2085,133,0.0,0.9943303162144463,0.9999999999,1.0,0.220222093474456
smollm2,smollm2:1.7b,Qual é a duração e os turnos dos cursos de Agronomia e Engenharia Mecânica no campus?,"O curso de Agronomia ocorre nos turnos da manhã e da tarde com duração de 10 semestres. O curso de Engenharia Mecânica é ofertado no turno da noite, também com duração de 10 semestres.","A duração dos cursos de Agronomia e Engenharia Mecânica no campus é 10 semestres, e o turno é manhã.",0.033,7.108,2064,40,0.5,0.9872502081149319,0.0,0.5,0.6093077267735539
smollm2,smollm2:1.7b,Qual é a duração e os turnos de Ciência da Computação e Licenciatura em Matemática?,"O curso de Ciência da Computação ocorre à noite com duração de 9 semestres, enquanto a Licenciatura em Matemática também acontece no turno da noite com duração de 8 semestres.",Ciência da Computação: Técnico em Informática (3 semestres) e Licenciatura em Matemática (8 semestres).,0.032,7.139,2056,43,0.5,0.0,0.0,0.5,0.48176868406668244
smollm2,smollm2:1.7b,Os cursos ofertados pelo IFRS Campus Ibirubá são pagos?,"Não. Todos os cursos oferecidos no IFRS são 100% gratuitos, não havendo cobrança de mensalidades ou taxas de matrícula.",Não encontrei essa informação nos documentos.,0.031,6.703,2067,16,0.0,0.0,0.9999999999,0.0,0.19389813443364445
smollm2,smollm2:1.7b,Qual o valor da taxa de inscrição para os cursos técnicos integrados?,"A taxa de inscrição para os cursos técnicos na modalidade integrada é de R$ 60,00.","R$ 30,00 (trinta reais)",0.031,6.413,2016,16,0.0,0.8397382277101573,0.9999999999,0.0,0.20505416178686264
smollm2,smollm2:1.7b,Quanto custa a inscrição para os cursos técnicos subsequentes?,"O custo é de R$ 20,00.",Não encontrei essa informação nos documentos.,0.034,6.681,2058,16,0.0,0.0,0.0,0.0,0.20454030250601962
smollm2,smollm2:1.7b,Qual é o custo da inscrição para concorrer a uma vaga em curso de graduação?,"Se o candidato optar por concorrer via Exame de Seleção (prova), a taxa é de R$ 80,00. Caso a opção seja via nota do ENEM, a taxa é de R$ 20,00.",Não encontrei essa informação nos documentos.,0.032,6.42,2028,16,0.0,0.0,0.0,0.0,0.19622640328219648
smollm2,smollm2:1.7b,Como deve ser efetuado o pagamento da taxa de inscrição?,"O pagamento deve ser realizado por meio de boleto bancário gerado ao final da inscrição, pagável na rede bancária ou via internet banking.",A resposta não está no contexto fornecido.,0.033,6.703,2068,16,0.0,0.0,0.9999999999,1.0,0.2055688252486701
smollm2,smollm2:1.7b,Até quando posso pagar a taxa de inscrição?,O boleto deve ser pago impreterivelmente até o prazo limite definido no cronograma oficial do edital correspondente.,A taxa de inscrição pode ser realizada entre os dias de 13/10/2025 e 23h59min do dia 22/10/2025. Não é possível realizar o pagamento da taxa de inscrição após este período.,0.031,6.637,2070,81,0.0,0.9366822826315281,0.9999999999,1.0,0.21083500242253692
smollm2,smollm2:1.7b,Posso modificar os dados da minha inscrição (como a opção de curso ou campus) após concluí-la?,"Sim, no entanto, após a finalização da inscrição, qualquer alteração exige que o candidato realize uma nova inscrição dentro do prazo regulamentar para que os novos dados sejam computados.","Não é possível realizar a inscrição por pessoa em mais de um curso Integrado, EJA, Concomitante ou Subsequente. Isso é restrito aos candidatos que se inscrevem para o mesmo curso. Se você tentar modificar os dados da sua inscrição, será necessário cancelar e realizar uma nova inscrição dentro do pra",0.033,7.986,2009,110,0.8571428571428571,0.8767310830064031,0.9999999999,1.0,0.5457192011594107
smollm2,smollm2:1.7b,É possível me inscrever em mais de um curso no mesmo edital do IFRS?,Não. É permitido realizar apenas uma única inscrição por candidato em cada edital.,"Não é possível me inscrever em mais de um curso no mesmo edital do IFRS. O Edital oferece 162 vagas nos Cursos Técnicos Integrados à Modalidade de Educação de Jovens e Adultos (EJA), 6 vagas nos Cursos Técnicos Concomitantes, 17 vagas nos Cursos Técnicos Concomitantes/Subsequentes, 469 vagas nos Cur",0.032,8.914,2035,151,0.8333333333333334,0.9033142067030205,0.9999999999,1.0,0.431402757349168
smollm2,smollm2:1.7b,Há devolução do valor pago na taxa de inscrição se eu desistir de participar?,"Não. O valor pago na taxa de inscrição não é reembolsável sob nenhuma circunstância, exceto se houver cancelamento do certame por parte do IFRS.","Não, não há devolução do valor pago da taxa de inscrição se eu desistir de participar do processo seletivo. A taxa de inscrição é cobrada pelo banco e ainda não será possível realizar o pagamento após o prazo, conforme estipulado no Edital IFRS Nº 75/2025.",0.032,8.089,2091,98,0.75,0.9061005888807876,0.9999999999,1.0,0.6051248937382065
